title,authors,first_publish_year,edition_count,subject_count,has_cover,is_available_online,genre,cover_id,ol_key,avg_rating,ratings_count,book_age,ratings_count_filled,avg_rating_filled,popularity_score,is_popular
The Job Hunting Handbook,Harry Dahlstrom,1983.0,13,9,1,1,business,5417480.0,/works/OL8728402W,,0.0,42.0,0.0,4.0,16.78,0
The Mormon Way of Doing Business,Jeff Benedict,2007.0,13,23,1,1,business,1235576.0,/works/OL1918274W,,0.0,18.0,0.0,4.0,16.78,0
21 Secretos Sobre Como Los Millonarios Crearon Sus Fortunas/21 Success Secrets of Self Made Millionaires,Brian Tracy,2000.0,13,12,1,1,business,3335001.0,/works/OL2392312W,,0.0,25.0,0.0,4.0,16.78,0
Bankruptcy and insolvency taxation,"Grant W. Newton, Gilbert D. Bloom",1991.0,13,6,1,1,business,4643077.0,/works/OL3904543W,,0.0,34.0,0.0,4.0,16.78,0
Controllership,"Steven M. Bragg, Janice M. Roehl-Anderson",1993.0,13,18,1,1,business,5051045.0,/works/OL15026971W,,0.0,32.0,0.0,4.0,16.78,0
Call Center Handbook,Keith Dawson,1996.0,13,23,1,1,business,1934525.0,/works/OL5749995W,,0.0,29.0,0.0,4.0,16.78,0
"Ordinary People, Extraordinary Wealth",Ric Edelman,1998.0,13,8,1,1,business,49253.0,/works/OL1924081W,,0.0,27.0,0.0,4.0,16.78,0
Real Estate Riches,Dolf de Roos,2001.0,13,5,1,0,business,288264.0,/works/OL8136203W,,0.0,24.0,0.0,4.0,16.78,0
Downsize This!,Michael Moore,1996.0,13,39,1,1,business,8372317.0,/works/OL1806447W,2.5,2.0,29.0,2.0,2.5,10.792000000000002,0
dot.bomb,J. David Kuo,2001.0,13,9,1,1,business,189347.0,/works/OL9180200W,,0.0,24.0,0.0,4.0,16.78,0
La meta,"Eliyahu M. Goldratt, Jeff Cox",1984.0,13,24,1,1,business,682721.0,/works/OL2463054W,4.117647058823529,17.0,41.0,17.0,4.117647058823529,17.352588235294117,0
"Dictionary of commercial, financial and legal terms","Robert Herbst, R. Herbst, A. G. Readett",1955.0,13,13,1,1,business,12947434.0,/works/OL6958192W,,0.0,70.0,0.0,4.0,16.78,0
Search Engine Optimization All-in-One For Dummies,Bruce Clay,2009.0,13,12,1,1,business,6426918.0,/works/OL15169254W,,0.0,16.0,0.0,4.0,16.78,0
Business--a profession,Louis Dembitz Brandeis,1914.0,13,4,1,1,business,5814547.0,/works/OL1104126W,,0.0,111.0,0.0,4.0,16.78,0
The Attractor Factor,Joe Vitale,2005.0,12,9,1,1,business,299411.0,/works/OL5833569W,5.0,1.0,20.0,1.0,5.0,20.726,1
European Yearbook of Business History,"Wilfried Feldenkirchen, Terry Gourvish",2019.0,12,18,0,0,business,,/works/OL25230120W,,0.0,6.0,0.0,4.0,16.720000000000002,0
The Dollar Hen,Milo Milton Hastings,1909.0,12,3,1,1,business,5597675.0,/works/OL238807W,,0.0,116.0,0.0,4.0,16.720000000000002,0
Motivate to Win,Richard Denny,1993.0,12,13,1,1,business,10195019.0,/works/OL3026353W,4.0,1.0,32.0,1.0,4.0,16.726,0
Why the Best Man for the Job Is A Woman,Esther Wachs Book,2000.0,12,14,1,1,business,53004.0,/works/OL279597W,,0.0,25.0,0.0,4.0,16.720000000000002,0
Blinding Flash of Reality,Cole,2017.0,12,1,0,0,business,,/works/OL26793247W,,0.0,8.0,0.0,4.0,16.720000000000002,0
Becoming a Pioneer - a Book Series,Bimal Shah,2022.0,12,2,0,0,business,,/works/OL27494107W,,0.0,3.0,0.0,4.0,16.720000000000002,0
Ultimate Guide to Selling Your Home,"Demi Stevens, Martyna Czub, Todd Tramonte",2021.0,12,3,0,0,business,,/works/OL38314779W,,0.0,4.0,0.0,4.0,16.720000000000002,0
Rapid Instructional Design,George M. Piskurich,2000.0,12,9,1,1,business,548573.0,/works/OL2022077W,,0.0,25.0,0.0,4.0,16.720000000000002,0
Advances in Business and Management,William D. Nelson,2013.0,12,4,1,0,business,9029496.0,/works/OL20362833W,,0.0,12.0,0.0,4.0,16.720000000000002,0
Information Systems,Efrem G. Mallach,2015.0,12,20,1,0,business,13287345.0,/works/OL20749305W,,0.0,10.0,0.0,4.0,16.720000000000002,0
"Advances in Business, Management and Entrepreneurship","Ratih Hurriyati, Benny Tjahjono, Ikuro Yamamoto, Agus Rahayu, Ade Gafar Abdullah",2020.0,12,19,1,0,business,13620967.0,/works/OL20743373W,,0.0,5.0,0.0,4.0,16.720000000000002,0
Shop class as soulcraft,"Matthew B. Crawford, Matthew B Crawford",2009.0,12,25,1,1,business,6275823.0,/works/OL13759269W,4.0,9.0,16.0,9.0,4.0,16.774,0
Linchpin,Seth Godin,1960.0,12,26,1,1,business,8754365.0,/works/OL14873921W,3.2,10.0,65.0,10.0,3.2,13.580000000000004,0
Smarter Faster Better,Charles Duhigg,2016.0,12,21,1,1,business,12690321.0,/works/OL18144340W,3.4285714285714284,7.0,9.0,7.0,3.4285714285714284,14.476285714285716,0
Storytelling with Data,Cole Nussbaumer Knaflic,2015.0,12,21,1,1,business,7932707.0,/works/OL17659741W,4.833333333333333,6.0,10.0,6.0,4.833333333333333,20.089333333333332,1
Starbucked,Taylor Clark,2007.0,12,29,1,1,business,2378950.0,/works/OL8591847W,,0.0,18.0,0.0,4.0,16.720000000000002,0
Global business today,Charles W. L. Hill,1997.0,12,31,1,1,business,1082829.0,/works/OL1873585W,,0.0,28.0,0.0,4.0,16.720000000000002,0
Business finance,Frank Walter Paish,1953.0,12,4,0,0,business,,/works/OL10459233W,5.0,1.0,72.0,1.0,5.0,20.726,1
Morningstar Guide to Mutual Funds,"Christine Benz, Peter Di Teresa, Russel Kinnel",2002.0,12,8,1,1,business,302784.0,/works/OL6085422W,,0.0,23.0,0.0,4.0,16.720000000000002,0
Barbarians at the gate,"Bryan Burrough, John Helyar",1920.0,12,10,1,1,business,4095854.0,/works/OL1975260W,4.111111111111111,9.0,105.0,9.0,4.111111111111111,17.218444444444444,0
ACCOUNTING FOR NON-ACCOUNTANTS,"Wayne A. Label, Wayne Label",2006.0,12,8,1,1,business,751314.0,/works/OL8672267W,,0.0,19.0,0.0,4.0,16.720000000000002,0
Straight to the Top,Gregory S. Smith,2006.0,12,13,1,1,business,306713.0,/works/OL8232194W,,0.0,19.0,0.0,4.0,16.720000000000002,0
Real estate accounting and taxation,John F. Mahoney,2008.0,12,7,1,1,business,7923057.0,/works/OL15992189W,,0.0,17.0,0.0,4.0,16.720000000000002,0
The business planning guide,David H. Bangs,1976.0,12,19,1,1,business,715143.0,/works/OL1856098W,3.0,1.0,49.0,1.0,3.0,12.726000000000003,0
The Fifth Discipline,"Peter Senge, Peter M. Senge",1990.0,12,41,1,1,business,5306808.0,/works/OL4440692W,4.285714285714286,7.0,35.0,7.0,4.285714285714286,17.904857142857146,0
Tribal leadership,"David Logan, Dave Logan, John King, Halee Fischer-Wright",2007.0,12,14,1,1,business,5506671.0,/works/OL11659147W,,0.0,18.0,0.0,4.0,16.720000000000002,0
How to read a financial report,John A. Tracy,1980.0,12,7,1,1,business,305170.0,/works/OL1995295W,,0.0,45.0,0.0,4.0,16.720000000000002,0
The personal MBA,Josh Kaufman,2010.0,12,12,1,1,business,6713257.0,/works/OL15473892W,4.260869565217392,23.0,15.0,23.0,4.260869565217392,17.901478260869567,0
Empire of Pain,"Patrick Radden Keefe, Ricard Gil",2021.0,12,34,1,0,business,10678221.0,/works/OL24218388W,4.4,10.0,4.0,10.0,4.4,18.380000000000003,1
Employee Relations in the Public Services,Susan Corby,1999.0,12,5,1,1,business,1208221.0,/works/OL8022854W,,0.0,26.0,0.0,4.0,16.720000000000002,0
McIlhenny's Gold,Jeffrey Rothfeder,2007.0,12,14,1,1,business,4940331.0,/works/OL4273024W,,0.0,18.0,0.0,4.0,16.720000000000002,0
GMAT,"Thomas H. Martinson, David B. Ellis, Martinson",1988.0,12,10,1,1,business,2311305.0,/works/OL2409526W,,0.0,37.0,0.0,4.0,16.720000000000002,0
Case study methodology in business research,"Jan Dul, Tony Hak",2007.0,12,21,1,1,business,2592455.0,/works/OL3927406W,,0.0,18.0,0.0,4.0,16.720000000000002,0
Here comes everybody,Clay Shirky,2008.0,12,53,1,1,business,2960872.0,/works/OL3085104W,3.8,5.0,17.0,5.0,3.8,15.95,0
Giants of Enterprise,Richard S. Tedlow,2001.0,12,18,1,1,business,53039.0,/works/OL2967934W,5.0,2.0,24.0,2.0,5.0,20.732,1
Random reminiscences of men and events,John D. Rockefeller,1909.0,12,7,1,1,business,5381455.0,/works/OL5355278W,,0.0,116.0,0.0,4.0,16.720000000000002,0
Speeches,Pope John Paul II,1979.0,12,27,1,0,business,3880557.0,/works/OL15092150W,,0.0,46.0,0.0,4.0,16.720000000000002,0
[City life and progress],American Academy of Political and Social Science.,1890.0,12,21,1,1,business,5672222.0,/works/OL2499281W,,0.0,135.0,0.0,4.0,16.720000000000002,0
First Steps,"Teresa Adams, Stella Smith",1998.0,12,8,1,0,business,1063769.0,/works/OL64836W,,0.0,27.0,0.0,4.0,16.720000000000002,0
It's Your Ship,D. Michael Abrashoff,2002.0,12,19,1,1,business,12196283.0,/works/OL8135313W,,0.0,23.0,0.0,4.0,16.720000000000002,0
Selling,"Roger Ditzenberger, Ditzenberger, Kidney, John Kidney",1981.0,12,13,1,1,business,10411212.0,/works/OL4486464W,,0.0,44.0,0.0,4.0,16.720000000000002,0
Forensic accounting and fraud investigation for non-experts,Howard Silverstone,2004.0,11,7,1,1,business,305012.0,/works/OL5756176W,,0.0,21.0,0.0,4.0,16.66,0
Organic pollutants,Colin H. Walker,2001.0,11,22,1,1,business,1392291.0,/works/OL6885831W,,0.0,24.0,0.0,4.0,16.66,0
FX options and structured products,Uwe Wystup,2006.0,11,8,1,0,business,6408664.0,/works/OL8204043W,,0.0,19.0,0.0,4.0,16.66,0
Creating capital,Frederick L. Lipman,1918.0,11,4,1,1,business,5919013.0,/works/OL7898838W,,0.0,107.0,0.0,4.0,16.66,0
Business Performance Measurement,Andy Neely,2002.0,11,7,1,1,business,2470305.0,/works/OL8326453W,,0.0,23.0,0.0,4.0,16.66,0
Fixed Income Analysis,"Frank J. Fabozzi, CFA Institute Staff, Barbara S. Petitt, Jerald E. Pinto, Wendy L. Pirie",2007.0,11,14,1,1,business,299669.0,/works/OL8204794W,,0.0,18.0,0.0,4.0,16.66,0
Social Media Planner & Organizer : For Influencers,Adventineer Press,2022.0,11,1,1,0,business,14686459.0,/works/OL27526119W,,0.0,3.0,0.0,4.0,16.66,0
Performance Management,Gary Cokins,2004.0,11,10,1,1,business,305762.0,/works/OL2979729W,,0.0,21.0,0.0,4.0,16.66,0
Microsoft Excel functions & formulas,Bernd Held,2006.0,11,8,1,1,business,8694746.0,/works/OL19888018W,,0.0,19.0,0.0,4.0,16.66,0
Consumer Culture Theory,"Russell W. Belk, Linda Price, Lisa Penaloza",2007.0,11,5,1,0,business,13637987.0,/works/OL21063841W,,0.0,18.0,0.0,4.0,16.66,0
Excel Hacks,"David E. Hawley, Raina Hawley, David Hawley",2004.0,11,7,1,1,business,8647332.0,/works/OL5284904W,,0.0,21.0,0.0,4.0,16.66,0
Why your world is about to get a whole lot smaller,Jeff Rubin,2009.0,11,33,1,1,business,6301816.0,/works/OL14911106W,3.3333333333333335,3.0,16.0,3.0,3.3333333333333335,14.011333333333337,0
How to write effective business English,Fiona Talbot,2009.0,11,11,1,1,business,9481117.0,/works/OL13776994W,,0.0,16.0,0.0,4.0,16.66,0
Enterprise and Organizational Modeling and Simulation,Joseph Barjis,2010.0,11,15,1,0,business,9520500.0,/works/OL16945870W,,0.0,15.0,0.0,4.0,16.66,0
The handbook of crisis communication,"W. Timothy Coombs, Sherry J. Holladay",2010.0,11,9,1,0,business,9853917.0,/works/OL16918619W,,0.0,15.0,0.0,4.0,16.66,0
Hit Refresh,Satya Nadella,2017.0,11,25,1,0,business,10209037.0,/works/OL17814342W,3.125,8.0,8.0,8.0,3.125,13.208,0
How to buy a house in California,Ralph E. Warner,1990.0,11,19,1,1,business,1621537.0,/works/OL1844959W,,0.0,35.0,0.0,4.0,16.66,0
The female brain,Cynthia L. Darlington,2002.0,11,27,1,1,business,4624869.0,/works/OL8098404W,5.0,1.0,23.0,1.0,5.0,20.665999999999997,1
Swim with the sharks without being eaten alive,Harvey Mackay,1988.0,11,9,1,1,business,430369.0,/works/OL1982437W,,0.0,37.0,0.0,4.0,16.66,0
The fine art of small talk,Debra Fine,1960.0,11,5,1,1,business,736065.0,/works/OL5964679W,3.3333333333333335,3.0,65.0,3.0,3.3333333333333335,14.011333333333337,0
Business Objectives,Vicki Hollett,1991.0,11,3,1,1,business,2329403.0,/works/OL8001274W,5.0,1.0,34.0,1.0,5.0,20.665999999999997,1
Warren Buffett speaks,"Warren Buffett, Janet Lowe",1997.0,11,7,1,1,business,301539.0,/works/OL603061W,2.0,1.0,28.0,1.0,2.0,8.666,0
Automatic data-processing systems,Robert Henry Gregory,1960.0,11,3,1,1,business,14875262.0,/works/OL6797574W,,0.0,65.0,0.0,4.0,16.66,0
The first-time manager,Loren B. Belker,1978.0,11,13,1,1,business,611000.0,/works/OL3336739W,,0.0,47.0,0.0,4.0,16.66,0
Financial management for nonprofit organizations,"John T. Zietlow, John Zietlow, Jo Ann Hankin, Alan G. Seidner",2007.0,11,6,1,1,business,7343596.0,/works/OL9280030W,,0.0,18.0,0.0,4.0,16.66,0
Economic development in the Middle East,Rodney Wilson,1995.0,11,9,1,1,business,3809412.0,/works/OL2539147W,,0.0,30.0,0.0,4.0,16.66,0
Marketing Fundamentals for Future Professionals,Bruce Robertson,2017.0,11,1,1,0,business,13491302.0,/works/OL34354850W,,0.0,8.0,0.0,4.0,16.66,0
Commodity Derivatives,Neil C. Schofield,2007.0,11,6,1,1,business,2423296.0,/works/OL9367346W,,0.0,18.0,0.0,4.0,16.66,0
Lions don't need to roar,D. A. Benton,1992.0,11,8,1,1,business,285751.0,/works/OL2003321W,,0.0,33.0,0.0,4.0,16.66,0
Presenting to win,Jerry Weissman,2003.0,11,14,1,1,business,4313646.0,/works/OL5894662W,3.6666666666666665,3.0,22.0,3.0,3.6666666666666665,15.344666666666669,0
Lasting Leadership,"Mukul Pandya, Robbie Shell, Susan Warner, Sandeep Junnarkar, Jeffrey R. Brown",2004.0,11,10,1,1,business,2304525.0,/works/OL7951905W,,0.0,21.0,0.0,4.0,16.66,0
eBusiness and Workplace Redesign,"Paul Jackson, Reima Suomi",2001.0,11,6,1,0,business,1212034.0,/works/OL7193167W,,0.0,24.0,0.0,4.0,16.66,0
Presentation Zen,Garr Reynolds,2007.0,11,18,1,1,business,8575604.0,/works/OL9239186W,3.6,5.0,18.0,5.0,3.6,15.090000000000002,0
Private Equity,Chris Hale,2007.0,11,7,0,0,business,,/works/OL20728240W,,0.0,18.0,0.0,4.0,16.66,0
$100M Offers,"Alex Hormozi, Mirko Cannatà, Matteo Chapellu",2021.0,11,2,1,0,business,11948182.0,/works/OL25037516W,4.533333333333333,15.0,4.0,15.0,4.533333333333333,18.883333333333333,1
The Last Chance Millionaire,Douglas R. Andrew,2007.0,11,6,1,1,business,1235173.0,/works/OL5746865W,,0.0,18.0,0.0,4.0,16.66,0
The budget kit,Judy Lawrence,1992.0,11,8,1,1,business,4672086.0,/works/OL2379656W,,0.0,33.0,0.0,4.0,16.66,0
Bellefleur,Joyce Carol Oates,1980.0,11,36,1,1,business,5731528.0,/works/OL14958460W,,0.0,45.0,0.0,4.0,16.66,0
The Quants,"Scott Patterson, Mike Chamberlain (Narrator) Scott Patterson (Author)",2000.0,11,27,1,1,business,6413966.0,/works/OL13841383W,3.5,2.0,25.0,2.0,3.5,14.672000000000002,0
A Term at the Fed,Laurence H. Meyer,2004.0,11,11,1,1,business,28592.0,/works/OL6577024W,,0.0,21.0,0.0,4.0,16.66,0
Quick success,Lisa Rosner,1994.0,11,18,0,0,business,,/works/OL1993538W,,0.0,31.0,0.0,4.0,16.66,0
Super Crunchers,Ian Ayres,2007.0,11,24,1,1,business,374259.0,/works/OL4089450W,3.0,2.0,18.0,2.0,3.0,12.672000000000004,0
Certain Success,Norval A. Hawkins,2005.0,11,3,1,0,business,2842259.0,/works/OL9706237W,,0.0,20.0,0.0,4.0,16.66,0
Corporation wife,Catherine Gaskin,1960.0,11,4,1,1,business,10408121.0,/works/OL4638217W,,0.0,65.0,0.0,4.0,16.66,0
A new introduction to trade and business,Peter Hudson,1761.0,11,3,1,1,business,5762996.0,/works/OL4019315W,,0.0,264.0,0.0,4.0,16.66,0
"Start Late, Finish Rich",David Bach,2005.0,11,9,1,1,business,528497.0,/works/OL1913518W,4.0,1.0,20.0,1.0,4.0,16.666,0
YOU: The Owner's Manual,Michael F. Roizen,2005.0,11,26,1,1,business,7929362.0,/works/OL100832W,,0.0,20.0,0.0,4.0,16.66,0
Quantitative methods for business decisions,"Jon Curwin, Roger Slater",1985.0,11,34,1,1,business,2994702.0,/works/OL4084587W,1.0,1.0,40.0,1.0,1.0,4.666,0
The 100 Absolutely Unbreakable Laws of Business Success (Audio),Brian Tracy,2000.0,11,16,1,1,business,1930919.0,/works/OL2392311W,,0.0,25.0,0.0,4.0,16.66,0
Million Dollar Consulting,Alan Weiss,1992.0,11,5,1,1,business,3994357.0,/works/OL478133W,5.0,2.0,33.0,2.0,5.0,20.671999999999997,1
The end of medicine,Andy Kessler,2006.0,11,8,1,1,business,6799835.0,/works/OL15836029W,,0.0,19.0,0.0,4.0,16.66,0
24 days,"Rebecca Smith undifferentiated, John R. Emshwiller",2003.0,11,21,1,1,business,8635916.0,/works/OL6226542W,,0.0,22.0,0.0,4.0,16.66,0
The argonauts of 'forty-nine,David Rohrer Leeper,1894.0,11,3,1,1,business,5804041.0,/works/OL1618054W,,0.0,131.0,0.0,4.0,16.66,0
How to retire happy,Stan Hinden,2000.0,11,20,1,1,business,6872981.0,/works/OL16026041W,,0.0,25.0,0.0,4.0,16.66,0
Great Events from History II,Frank N. Magill,1991.0,11,21,1,1,business,4762799.0,/works/OL6576773W,,0.0,34.0,0.0,4.0,16.66,0
Purchasing,"Andrew Hale Feinstein, Andrew H. Feinstein, John M. Stefanelli",2001.0,11,14,1,1,business,8711940.0,/works/OL5841979W,,0.0,24.0,0.0,4.0,16.66,0
Accounting for Derivatives,Juan Ramirez,2007.0,10,10,1,1,business,2424659.0,/works/OL8868065W,,0.0,18.0,0.0,4.0,16.6,0
"Guide to business information on Russia, the NIS and the Baltic States",Tania Konn,2000.0,10,6,0,0,business,,/works/OL6226420W,,0.0,25.0,0.0,4.0,16.6,0
Performance Dashboards,Wayne W. Eckerson,2005.0,10,10,1,1,business,1250835.0,/works/OL8232023W,,0.0,20.0,0.0,4.0,16.6,0
Internal marketing,Pervaiz K. Ahmed,2002.0,10,13,1,0,business,1400634.0,/works/OL5750362W,,0.0,23.0,0.0,4.0,16.6,0
How to Be an Effective Group Leader,Bill D. Schul,1953.0,10,3,1,0,business,1417547.0,/works/OL8489324W,,0.0,72.0,0.0,4.0,16.6,0
Mastering Your Business Dissertation,Robert Lomas,2012.0,10,1,0,0,business,,/works/OL25193383W,,0.0,13.0,0.0,4.0,16.6,0
Contemporary Research on Business and Management,Siska Noviaristanti,2020.0,10,17,1,0,business,13247985.0,/works/OL25262605W,,0.0,5.0,0.0,4.0,16.6,0
The Cell Game,Alex Prud'homme,2004.0,10,22,1,1,business,1066675.0,/works/OL225259W,,0.0,21.0,0.0,4.0,16.6,0
The Business of Healthcare Innovation,Lawton Robert Burns,2005.0,10,6,1,0,business,6428712.0,/works/OL15171108W,,0.0,20.0,0.0,4.0,16.6,0
Consider This?!,Keith Herman,2023.0,10,2,0,0,business,,/works/OL34360255W,,0.0,2.0,0.0,4.0,16.6,0
Riddle of the Exporter International Launch Plan,"Elyse Eriksson, Mary Cottingham",2012.0,10,2,0,0,business,,/works/OL34063941W,,0.0,13.0,0.0,4.0,16.6,0
Pathless Path,Paul Millerd,2022.0,10,2,1,0,business,14840711.0,/works/OL27526176W,4.5,2.0,3.0,2.0,4.5,18.612000000000002,1
Consulting Demons,Lewis Pinault,2000.0,10,8,1,1,business,53018.0,/works/OL279604W,,0.0,25.0,0.0,4.0,16.6,0
Corps Business,David H. Freedman,2000.0,10,2,1,0,business,52989.0,/works/OL279596W,,0.0,25.0,0.0,4.0,16.6,0
Unstuck Box,Flightpath Publishing,2021.0,10,1,0,0,business,,/works/OL28141581W,,0.0,4.0,0.0,4.0,16.6,0
Alpha Dogs,Donna Fenn,2005.0,10,10,1,1,business,34887.0,/works/OL275883W,,0.0,20.0,0.0,4.0,16.6,0
Professional Communication Series,McGraw-Hill/Irwin,2002.0,10,7,1,1,business,1089538.0,/works/OL284745W,,0.0,23.0,0.0,4.0,16.6,0
Crashed,J. Adam Tooze,2018.0,10,23,1,0,business,9388517.0,/works/OL19752591W,4.5,2.0,7.0,2.0,4.5,18.612000000000002,1
Special Issue,Austin Sarat,2009.0,10,15,1,1,business,8964116.0,/works/OL20304349W,,0.0,16.0,0.0,4.0,16.6,0
"Suited for Success, Vol. 2",P. K. Kersey,2020.0,10,1,0,0,business,,/works/OL20756691W,,0.0,5.0,0.0,4.0,16.6,0
Strategic Management,John Parnell,2020.0,10,1,0,0,business,,/works/OL20762244W,,0.0,5.0,0.0,4.0,16.6,0
Advances in Accounting Behavioral Research,Donna Bobek Schmitt,2012.0,10,2,0,0,business,,/works/OL21060989W,,0.0,13.0,0.0,4.0,16.6,0
Out of Our Minds,Ken Robinson,2008.0,10,3,0,0,business,,/works/OL21234879W,,0.0,17.0,0.0,4.0,16.6,0
Essentials of Business Research Methods,"Hair, Jr, Joseph F., Mary Wolfinbarger, Arthur H. Money, Phillip Samouel, Michael J. Page",2015.0,10,7,0,0,business,,/works/OL21291943W,,0.0,10.0,0.0,4.0,16.6,0
e-Learning by Design,William Horton,2006.0,10,7,1,1,business,549561.0,/works/OL4249615W,4.0,1.0,19.0,1.0,4.0,16.606,0
The Fortune at the Bottom of the Pyramid,C. K. Prahalad,2004.0,10,32,1,1,business,87485.0,/works/OL4966651W,4.0,1.0,21.0,1.0,4.0,16.606,0
Trust Agents,"Chris Brogan, Julien Smith",2009.0,10,7,1,1,business,6433109.0,/works/OL15176036W,,0.0,16.0,0.0,4.0,16.6,0
Nutrition and Health,Gerald Wiseman,2002.0,10,20,1,0,business,1213700.0,/works/OL160825W,,0.0,23.0,0.0,4.0,16.6,0
How to write successful fundraising letters,Mal Warwick,1994.0,10,18,1,1,business,548840.0,/works/OL1702707W,,0.0,31.0,0.0,4.0,16.6,0
The new knowledge management,Mark W. McElroy,2003.0,10,13,1,1,business,11685374.0,/works/OL4304166W,,0.0,22.0,0.0,4.0,16.6,0
Corporate risk management,Tony Merna,2005.0,10,11,1,1,business,1237994.0,/works/OL5861225W,,0.0,20.0,0.0,4.0,16.6,0
Blue Blood and Mutiny,Patricia Beard,2007.0,10,8,1,1,business,4941458.0,/works/OL1929469W,,0.0,18.0,0.0,4.0,16.6,0
Financial Modeling with Crystal Ball and Excel,John Charnes,2007.0,10,10,1,0,business,1250850.0,/works/OL8232435W,,0.0,18.0,0.0,4.0,16.6,0
Jack,"John A. Byrne, Jack Welch",2001.0,10,11,1,0,business,6394083.0,/works/OL15100548W,,0.0,24.0,0.0,4.0,16.6,0
El arte de la estafa,"Frank W. Abagnale, Barrett Whitener",2001.0,10,5,1,1,business,5245779.0,/works/OL4494336W,5.0,1.0,24.0,1.0,5.0,20.606,1
Discover Your Inner Economist,"Tyler Cowen, Núria Parés Sellarés",2007.0,10,12,1,1,business,8259671.0,/works/OL489305W,3.3333333333333335,3.0,18.0,3.0,3.3333333333333335,13.951333333333336,0
The Google story,"David A. Vise, David Vise, Mark Malseed",2005.0,10,30,1,1,business,6395681.0,/works/OL4079406W,,0.0,20.0,0.0,4.0,16.6,0
International business,"John J. Wild, Kenneth L. Wild, Jerry C. Y. Han, Kenneth L Wild",2001.0,10,7,1,1,business,82442.0,/works/OL20497459W,,0.0,24.0,0.0,4.0,16.6,0
Understanding business,William G. Nickels,1987.0,10,8,1,1,business,3732322.0,/works/OL1901004W,3.5,2.0,38.0,2.0,3.5,14.612000000000002,0
Currency strategy,Callum Henderson,2002.0,10,6,1,1,business,299559.0,/works/OL1870211W,,0.0,23.0,0.0,4.0,16.6,0
The Watson Dynasty,Richard S. Tedlow,2003.0,10,20,1,1,business,20920.0,/works/OL2967933W,,0.0,22.0,0.0,4.0,16.6,0
Conductive Organization,Hubert Saint-Onge,2004.0,10,11,1,1,business,4857523.0,/works/OL5146850W,,0.0,21.0,0.0,4.0,16.6,0
GIS basics,Stephen Wise,2002.0,10,6,1,1,business,4625000.0,/works/OL6175921W,,0.0,23.0,0.0,4.0,16.6,0
Principles of Marketing,Chris Samfilippo,2015.0,10,1,1,0,business,10149968.0,/works/OL20841447W,,0.0,10.0,0.0,4.0,16.6,0
Vested interests and the state of the industrial arts,Thorstein Veblen,1919.0,10,5,1,1,business,875507.0,/works/OL1868468W,,0.0,106.0,0.0,4.0,16.6,0
Increasing human efficiency in business,Walter Dill Scott,1911.0,10,5,1,1,business,5903744.0,/works/OL1551459W,,0.0,114.0,0.0,4.0,16.6,0
Digital photogrammetry,"Michel Kasser, Yves Egels",2001.0,10,24,1,0,business,1392282.0,/works/OL8461160W,5.0,1.0,24.0,1.0,5.0,20.606,1
Information systems today,"Leonard M. Jessup, Leonard Jessup, Joseph Valacich",2003.0,10,8,1,1,business,1101126.0,/works/OL5958404W,,0.0,22.0,0.0,4.0,16.6,0
China Dawn,David Sheff,2002.0,10,12,1,1,business,53133.0,/works/OL3497269W,,0.0,23.0,0.0,4.0,16.6,0
A Game As Old As Empire,"Steven Hiatt, Steven Hiatt, Fangling Li, Steven W. Hiatt, Steve Hiatt",2007.0,10,10,1,1,business,6888205.0,/works/OL16075664W,,0.0,18.0,0.0,4.0,16.6,0
Born to Steal,Gary Weiss,2003.0,10,10,1,0,business,287500.0,/works/OL8135312W,,0.0,22.0,0.0,4.0,16.6,0
Zoom,Iain Carson,2007.0,10,17,1,1,business,2008158.0,/works/OL9193710W,,0.0,18.0,0.0,4.0,16.6,0
Manual of social and business forms,Thomas E. Hill,1878.0,10,5,1,1,business,5678974.0,/works/OL1521958W,,0.0,147.0,0.0,4.0,16.6,0
The Best Investment Advice I Ever Received,Liz Claman,2006.0,10,7,1,1,business,286570.0,/works/OL8135554W,,0.0,19.0,0.0,4.0,16.6,0
How to be an even better manager,Michael Armstrong,1988.0,10,9,1,1,business,5498989.0,/works/OL3944652W,,0.0,37.0,0.0,4.0,16.6,0
Your credit score,Liz Pulliam Weston,2004.0,10,10,1,1,business,87657.0,/works/OL7951758W,,0.0,21.0,0.0,4.0,16.6,0
Managing the unexpected,"Karl E. Weick, Kathleen M. Sutcliffe",2001.0,10,31,1,1,business,8115580.0,/works/OL3749104W,,0.0,24.0,0.0,4.0,16.6,0
Mortgage-Backed Securities,"Frank J. Fabozzi, Anand K. Bhattacharya, William S. Berliner",1987.0,10,12,1,0,business,1238736.0,/works/OL15042463W,,0.0,38.0,0.0,4.0,16.6,0
Designing and using organizational surveys,"Allan H. Church, Janine Waclawski",1998.0,10,13,1,1,business,1285057.0,/works/OL1869125W,,0.0,27.0,0.0,4.0,16.6,0
When generations collide,"Lynne C. Lancaster, David Stillman",2002.0,10,20,1,1,business,53120.0,/works/OL279623W,,0.0,23.0,0.0,4.0,16.6,0
Doing Business In China,Ted Plafker,2007.0,10,22,1,1,business,2422400.0,/works/OL8135578W,,0.0,18.0,0.0,4.0,16.6,0
Web-weaving,"Paula Boyle, Peter Lloyd",1998.0,10,20,1,1,business,1400222.0,/works/OL17883465W,,0.0,27.0,0.0,4.0,16.6,0
